group	sample	contig	gene_id	start	end	strand	pfam_acc	pfam_name	system	evalue	score
river	SRR8870486	k119_44367	k119_44367_1	8	1396	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.1e-07	33.2
river	SRR8870486	k119_55759	k119_55759_1	1	1122	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.4e-07	32.9
river	SRR8870486	k119_42723	k119_42723_2	578	1633	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.6e-07	32.7
river	SRR8870486	k119_21785	k119_21785_2	1657	2466	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-07	32.5
river	SRR8870486	k119_40632	k119_40632_2	483	1592	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.2e-07	32.2
river	SRR8870486	k119_40160	k119_40160_6	2984	4723	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.5e-07	32.1
river	SRR8870486	k119_1438	k119_1438_1	1	96	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.6e-07	32.0
river	SRR8870486	k119_50220	k119_50220_1	3	1304	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.8e-07	31.9
river	SRR8870486	k119_61786	k119_61786_2	1012	2430	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.8e-07	31.9
river	SRR8870486	k119_40033	k119_40033_1	3	710	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.9e-07	31.8
river	SRR8870486	k119_3039	k119_3039_1	1	492	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.3e-07	31.7
river	SRR8870486	k119_10465	k119_10465_4	922	2124	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.5e-07	31.6
river	SRR8870486	k119_18791	k119_18791_1	2	763	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.8e-07	31.5
river	SRR8870486	k119_21188	k119_21188_1	3	1478	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.9e-07	31.4
river	SRR8870486	k119_8878	k119_8878_2	678	1199	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.2e-07	31.3
river	SRR8870486	k119_62565	k119_62565_2	222	1874	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.7e-07	31.2
river	SRR8870486	k119_62318	k119_62318_184	193570	195201	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.2e-07	31.0
river	SRR8870486	k119_62770	k119_62770_1	3	242	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.5e-07	31.0
river	SRR8870486	k119_2605	k119_2605_4	3538	4740	+	PF13450	NAD_binding_8	mer_mercuric_reductase	5.7e-07	30.9
river	SRR8870486	k119_68801	k119_68801_5	3136	3969	+	PF13450	NAD_binding_8	mer_mercuric_reductase	6.2e-07	30.8
river	SRR8870486	k119_73495	k119_73495_1	78	1256	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6.4e-07	30.8
river	SRR8870486	k119_13763	k119_13763_1	88	1329	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6.8e-07	30.7
river	SRR8870486	k119_64783	k119_64783_1	1	183	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6.9e-07	30.7
river	SRR8870486	k119_52402	k119_52402_2	900	1907	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.6e-07	30.5
river	SRR8870486	k119_33744	k119_33744_3	797	1606	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.8e-07	30.5
river	SRR8870486	k119_70323	k119_70323_2	1229	2137	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.9e-07	30.5
river	SRR8870486	k119_1229	k119_1229_3	1975	2235	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.4e-07	30.4
river	SRR8870486	k119_36916	k119_36916_2	1044	1301	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.5e-07	30.4
river	SRR8870486	k119_72466	k119_72466_1	3	1382	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9e-07	30.3
river	SRR8870486	k119_5312	k119_5312_4	2658	3011	+	PF13450	NAD_binding_8	mer_mercuric_reductase	9.6e-07	30.2
river	SRR8870486	k119_2479	k119_2479_1	2	1195	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.7e-07	30.2
river	SRR8870486	k119_48162	k119_48162_1	1	87	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1e-06	30.1
river	SRR8870486	k119_61398	k119_61398_2	984	1745	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.1e-06	30.0
river	SRR8870486	k119_70208	k119_70208_1	3	356	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.1e-06	30.0
river	SRR8870486	k119_5798	k119_5798_2	1506	2171	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.2e-06	29.9
river	SRR8870486	k119_9803	k119_9803_1	1	1020	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.2e-06	29.9
river	SRR8870486	k119_26647	k119_26647_92	81703	83076	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.4e-06	29.7
river	SRR8870486	k119_48427	k119_48427_3	1662	2339	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-06	29.6
river	SRR8870486	k119_4817	k119_4817_2	1214	2704	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-06	29.5
river	SRR8870486	k119_21300	k119_21300_2	261	2627	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.7e-06	29.4
river	SRR8870486	k119_28334	k119_28334_4	1905	2363	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.7e-06	29.4
river	SRR8870486	k119_24590	k119_24590_1	3	434	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.8e-06	29.4
river	SRR8870486	k119_52461	k119_52461_4	2135	2563	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-06	29.2
river	SRR8870486	k119_51817	k119_51817_1	3	791	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-06	29.2
river	SRR8870486	k119_54294	k119_54294_7	3612	4799	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-06	29.2
river	SRR8870486	k119_52531	k119_52531_1	3	227	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.1e-06	29.1
river	SRR8870486	k119_20357	k119_20357_1	3	959	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.3e-06	29.0
river	SRR8870486	k119_68888	k119_68888_18	18397	19482	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.3e-06	29.0
river	SRR8870486	k119_14954	k119_14954_1	3	548	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.5e-06	28.9
river	SRR8870486	k119_69140	k119_69140_1	3	1118	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.7e-06	28.7
river	SRR8870486	k119_51817	k119_51817_3	1501	2064	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.9e-06	28.7
river	SRR8870486	k119_51029	k119_51029_1	1	1059	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.9e-06	28.6
river	SRR8870486	k119_28134	k119_28134_4	1183	2448	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3e-06	28.6
river	SRR8870486	k119_59226	k119_59226_6	3736	5349	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3e-06	28.6
river	SRR8870486	k119_42771	k119_42771_1	3	158	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.3e-06	28.5
river	SRR8870486	k119_59393	k119_59393_66	72011	73165	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.6e-06	28.4
river	SRR8870486	k119_55345	k119_55345_1	3	1310	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3.7e-06	28.3
river	SRR8870486	k119_25015	k119_25015_1	44	991	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.4e-06	28.1
river	SRR8870486	k119_387	k119_387_3	1190	1594	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.5e-06	28.0
river	SRR8870486	k119_27281	k119_27281_1	227	1906	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.6e-06	28.0
river	SRR8870486	k119_21988	k119_21988_1	2	757	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.9e-06	27.9
river	SRR8870486	k119_71011	k119_71011_1	25	1812	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.4e-06	27.8
river	SRR8870486	k119_721	k119_721_1	2	643	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6e-06	27.6
river	SRR8870486	k119_18959	k119_18959_4	2021	2977	-	PF13450	NAD_binding_8	mer_mercuric_reductase	8.2e-06	27.2
river	SRR8870486	k119_3923	k119_3923_1	1	1068	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.2e-06	27.2
river	SRR8870486	k119_40361	k119_40361_2	642	1943	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.6e-06	27.1
river	SRR8870486	k119_38599	k119_38599_3	2251	3474	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.1e-06	27.1
river	SRR8870486	k119_19789	k119_19789_1	1	1401	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.8e-06	27.0
river	SRR8870486	k119_56705	k119_56705_2	359	1792	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.2e-05	26.7
river	SRR8870486	k119_33424	k119_33424_2	639	1847	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.3e-05	26.6
river	SRR8870486	k119_58172	k119_58172_3	1618	3051	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.3e-05	26.6
river	SRR8870486	k119_31932	k119_31932_3	1867	2856	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.4e-05	26.5
river	SRR8870486	k119_40074	k119_40074_1	164	1783	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-05	26.4
river	SRR8870486	k119_33333	k119_33333_2	290	1726	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.7e-05	26.2
river	SRR8870486	k119_16870	k119_16870_1	2	121	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-05	26.1
river	SRR8870486	k119_41938	k119_41938_1	136	1758	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-05	26.0
river	SRR8870486	k119_71022	k119_71022_2	890	1417	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2e-05	26.0
river	SRR8870486	k119_9286	k119_9286_1	2	1378	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.2e-05	25.8
river	SRR8870486	k119_12238	k119_12238_3	874	1224	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.2e-05	25.8
river	SRR8870486	k119_24502	k119_24502_2	436	1158	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.5e-05	25.6
river	SRR8870486	k119_41647	k119_41647_2	454	1026	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.8e-05	25.5
river	SRR8870486	k119_30807	k119_30807_1	217	1935	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3e-05	25.4
river	SRR8870486	k119_53759	k119_53759_56	56932	58269	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.2e-05	25.3
river	SRR8870486	k119_31131	k119_31131_1	1	1230	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.3e-05	25.3
river	SRR8870486	k119_66132	k119_66132_2	69	1376	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.3e-05	25.3
river	SRR8870486	k119_22585	k119_22585_5	4948	7401	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.3e-05	25.3
river	SRR8870486	k119_51430	k119_51430_1	3	887	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.4e-05	25.2
river	SRR8870486	k119_62318	k119_62318_257	276621	278021	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3.7e-05	25.1
river	SRR8870486	k119_48650	k119_48650_2	1060	1158	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3.8e-05	25.1
river	SRR8870486	k119_51316	k119_51316_21	19301	20383	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.9e-05	25.0
river	SRR8870486	k119_14982	k119_14982_3	1240	2454	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.4e-05	24.9
river	SRR8870486	k119_36738	k119_36738_1	240	1286	+	PF13450	NAD_binding_8	mer_mercuric_reductase	5.9e-05	24.5
river	SRR8870486	k119_47766	k119_47766_1	3	941	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6.4e-05	24.3
river	SRR8870486	k119_32347	k119_32347_1	197	1774	+	PF13450	NAD_binding_8	mer_mercuric_reductase	6.7e-05	24.3
river	SRR8870486	k119_62318	k119_62318_95	102659	103978	+	PF13450	NAD_binding_8	mer_mercuric_reductase	6.8e-05	24.3
river	SRR8870486	k119_24672	k119_24672_1	315	1295	-	PF13450	NAD_binding_8	mer_mercuric_reductase	8.7e-05	23.9
river	SRR8870486	k119_57751	k119_57751_2	391	1056	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.9e-05	23.9
river	SRR8870486	k119_37502	k119_37502_2	542	1645	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.4e-05	23.8
river	SRR8870486	k119_30927	k119_30927_2	1183	2610	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00011	23.6
river	SRR8870486	k119_26208	k119_26208_2	583	2061	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00011	23.6
river	SRR8870486	k119_22367	k119_22367_1	1	444	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00011	23.6
river	SRR8870486	k119_27062	k119_27062_1	1	396	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00012	23.5
river	SRR8870486	k119_43552	k119_43552_2	809	1981	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00012	23.4
river	SRR8870486	k119_15847	k119_15847_2	847	2433	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00013	23.4
river	SRR8870486	k119_26647	k119_26647_38	26386	27960	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00013	23.4
river	SRR8870486	k119_52449	k119_52449_1	1	2028	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00013	23.4
river	SRR8870486	k119_68468	k119_68468_10	10517	11473	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00014	23.3
river	SRR8870486	k119_24262	k119_24262_8	6958	8259	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00015	23.2
river	SRR8870486	k119_70156	k119_70156_2	481	1203	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00017	23.0
river	SRR8870486	k119_67989	k119_67989_1	2	322	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00017	23.0
river	SRR8870486	k119_8132	k119_8132_6	5667	6518	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00017	22.9
river	SRR8870486	k119_48611	k119_48611_2	217	1179	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00018	22.9
river	SRR8870486	k119_59525	k119_59525_3	1454	2632	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00018	22.9
river	SRR8870486	k119_43088	k119_43088_3	1040	2359	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00019	22.8
river	SRR8870486	k119_2666	k119_2666_1	3	1040	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0002	22.8
river	SRR8870486	k119_74457	k119_74457_1	2	1012	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00021	22.7
river	SRR8870486	k119_43531	k119_43531_4	3418	4566	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00022	22.7
river	SRR8870486	k119_21414	k119_21414_5	3410	4786	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00022	22.7
river	SRR8870486	k119_34015	k119_34015_6	7659	8951	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00028	22.3
river	SRR8870486	k119_57616	k119_57616_1	3	293	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00036	22.0
river	SRR8870486	k119_63794	k119_63794_1	3	1061	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00036	21.9
river	SRR8870486	k119_7344	k119_7344_1	2	292	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00036	21.9
river	SRR8870486	k119_66867	k119_66867_3	1394	2686	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00037	21.9
river	SRR8870486	k119_14460	k119_14460_1	1	1059	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00039	21.8
river	SRR8870486	k119_14275	k119_14275_3	1654	2625	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0004	21.8
river	SRR8870486	k119_59261	k119_59261_2	649	2055	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00043	21.7
river	SRR8870486	k119_37796	k119_37796_6	6843	8492	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00044	21.7
river	SRR8870486	k119_40481	k119_40481_2	987	2213	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00046	21.6
river	SRR8870486	k119_54304	k119_54304_1	2	658	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0005	21.5
river	SRR8870486	k119_4241	k119_4241_1	3	2045	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00063	21.2
river	SRR8870486	k119_21621	k119_21621_2	684	1376	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00064	21.1
river	SRR8870486	k119_3371	k119_3371_1	2	247	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0007	21.0
river	SRR8870486	k119_51043	k119_51043_1	1	939	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00073	21.0
river	SRR8870486	k119_18394	k119_18394_1	2	1183	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00077	20.9
river	SRR8870486	k119_43691	k119_43691_1	1	777	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00087	20.7
river	SRR8870486	k119_11230	k119_11230_1	3	527	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00089	20.7
river	SRR8870486	k119_54641	k119_54641_1	1	903	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00095	20.6
river	SRR8870486	k119_50651	k119_50651_1	1	1077	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00097	20.6
river	SRR8870486	k119_59587	k119_59587_1	9	1418	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00098	20.6
river	SRR8870486	k119_56287	k119_56287_5	2705	3931	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00099	20.5
river	SRR8870486	k119_7488	k119_7488_1	1	1092	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.001	20.5
river	SRR8870486	k119_39230	k119_39230_1	95	1123	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0011	20.4
river	SRR8870486	k119_52374	k119_52374_3	2148	3089	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0011	20.4
river	SRR8870486	k119_73036	k119_73036_1	1	1266	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0014	20.1
river	SRR8870486	k119_59393	k119_59393_67	73162	74769	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0014	20.1
river	SRR8870486	k119_31890	k119_31890_2	882	1112	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0017	19.8
river	SRR8870486	k119_60085	k119_60085_2	554	2239	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0017	19.8
river	SRR8870486	k119_52075	k119_52075_1	1	1050	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0017	19.8
river	SRR8870486	k119_26723	k119_26723_1	37	1059	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0018	19.7
river	SRR8870486	k119_39841	k119_39841_3	1925	2104	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0018	19.7
river	SRR8870486	k119_51282	k119_51282_1	3	1064	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0019	19.6
river	SRR8870486	k119_61805	k119_61805_3	814	1806	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.002	19.6
river	SRR8870486	k119_57724	k119_57724_1	58	1263	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.002	19.6
river	SRR8870486	k119_13985	k119_13985_1	32	1306	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0021	19.5
river	SRR8870486	k119_19793	k119_19793_2	551	1387	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0024	19.3
river	SRR8870486	k119_32461	k119_32461_1	372	1580	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0024	19.3
river	SRR8870486	k119_67361	k119_67361_2	311	1546	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0024	19.3
river	SRR8870486	k119_35643	k119_35643_1	1	978	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0025	19.2
river	SRR8870486	k119_38818	k119_38818_1	3	1364	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0029	19.1
river	SRR8870486	k119_26647	k119_26647_55	44207	45643	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0029	19.1
river	SRR8870486	k119_56639	k119_56639_3	1054	1629	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0034	18.8
river	SRR8870486	k119_24262	k119_24262_18	14814	16436	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0037	18.7
river	SRR8870486	k119_8974	k119_8974_3	711	1448	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.004	18.6
river	SRR8870486	k119_320	k119_320_2	520	1371	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.004	18.6
river	SRR8870486	k119_21061	k119_21061_1	3	1574	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0043	18.5
river	SRR8870486	k119_58887	k119_58887_2	224	1189	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0045	18.4
river	SRR8870486	k119_14405	k119_14405_1	1	735	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0046	18.4
river	SRR8870486	k119_11849	k119_11849_1	240	1241	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0049	18.3
river	SRR8870486	k119_31214	k119_31214_2	233	1051	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0052	18.2
river	SRR8870486	k119_19997	k119_19997_2	697	1686	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0058	18.1
river	SRR8870486	k119_21952	k119_21952_1	3	1568	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0063	18.0
river	SRR8870486	k119_5437	k119_5437_2	445	651	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0065	17.9
river	SRR8870486	k119_11373	k119_11373_2	283	1419	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0066	17.9
river	SRR8870486	k119_70522	k119_70522_3	1149	2489	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0067	17.9
river	SRR8870486	k119_53670	k119_53670_2	192	1124	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0074	17.7
river	SRR8870486	k119_24591	k119_24591_2	636	1106	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0075	17.7
river	SRR8870486	k119_8505	k119_8505_1	1	1845	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0078	17.7
river	SRR8870486	k119_38296	k119_38296_20	20731	21945	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0086	17.5
river	SRR8870486	k119_21508	k119_21508_1	1	1116	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.009	17.5
river	SRR8870486	k119_14248	k119_14248_1	3	305	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0095	17.4
river	SRR8870486	k119_7778	k119_7778_5	3071	4291	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0095	17.4
river	SRR8870486	k119_66516	k119_66516_2	1175	2446	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0097	17.4
river	SRR8870486	k119_72768	k119_72768_1	149	1498	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.01	17.3
river	SRR8870486	k119_32370	k119_32370_2	339	1118	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.011	17.2
river	SRR8870486	k119_41410	k119_41410_4	1814	3412	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.012	17.1
river	SRR8870486	k119_8601	k119_8601_1	168	1460	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.013	17.0
river	SRR8870486	k119_60761	k119_60761_2	1063	1554	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.013	16.9
river	SRR8870486	k119_14858	k119_14858_9	8537	9886	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.014	16.8
river	SRR8870486	k119_55052	k119_55052_1	214	1395	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.015	16.8
river	SRR8870486	k119_20446	k119_20446_1	277	1422	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.017	16.6
river	SRR8870486	k119_21862	k119_21862_4	2849	4126	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.017	16.6
river	SRR8870486	k119_23490	k119_23490_1	3	812	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.018	16.5
river	SRR8870486	k119_42778	k119_42778_1	2	232	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.019	16.4
river	SRR8870486	k119_44823	k119_44823_2	216	1244	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.02	16.3
river	SRR8870486	k119_44466	k119_44466_2	235	2085	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.021	16.3
river	SRR8870486	k119_35868	k119_35868_1	3	152	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.022	16.2
river	SRR8870486	k119_24345	k119_24345_1	2	1423	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.022	16.2
river	SRR8870486	k119_41534	k119_41534_2	281	1654	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.022	16.2
river	SRR8870486	k119_65911	k119_65911_2	492	1706	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.024	16.1
river	SRR8870486	k119_51815	k119_51815_1	3	494	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.026	16.0
river	SRR8870486	k119_24006	k119_24006_1	60	1643	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.026	16.0
river	SRR8870486	k119_40975	k119_40975_1	1	468	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.027	16.0
river	SRR8870486	k119_46328	k119_46328_1	192	524	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.027	15.9
river	SRR8870486	k119_50945	k119_50945_1	3	1328	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.028	15.9
river	SRR8870486	k119_44290	k119_44290_1	45	1208	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.028	15.9
river	SRR8870486	k119_62355	k119_62355_2	551	1882	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.028	15.9
river	SRR8870486	k119_40844	k119_40844_1	2	100	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.03	15.8
river	SRR8870486	k119_14418	k119_14418_1	3	1028	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.03	15.8
river	SRR8870486	k119_40341	k119_40341_2	539	1174	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.031	15.7
river	SRR8870486	k119_64414	k119_64414_1	2	1363	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.032	15.7
river	SRR8870486	k119_19313	k119_19313_1	3	1490	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.034	15.6
river	SRR8870486	k119_5538	k119_5538_1	68	1180	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.036	15.5
